english_word; russian_translation
'sympathetic';'сочувствующий'
'sympathize/sympathise';'сочувствовать / сочувствовать'
'synonym';'синоним'
'tablecloth';'скатерть'
'tabloid';'таблоид'
'tack';'лавировать'
'tackle';'взяться'
'tactile';'тактильный'
'tag';'ярлык'
'tail';'хвост'
'tame';'приручить'
'tan';'загар'
'tanned';'загорелый'
'tap';'кран'
'tatter';'лохмотья'
'tattoo';'татуировка'
'taunt';'насмехаться'
'tease';'дразнить'
'teaspoon';'чайная ложка'
'technical';'технический'
'technically';'технически'
'telescope';'телескоп'
'temperate';'умеренный'
'temporarily';'временно'
'temptation';'искушение'
'tender';'нежный'
'tenderly';'нежно'
'tenderness';'нежность'
'terrace';'терраса'
'terrifying';'ужасающий'
'territory';'территория'
'test';'тест'
'testify';'свидетельствовать'
'testimony';'показания'
'that';'что'
'theme';'тема'
'theorist';'теоретик'
'therapist';'терапевт'
'therapy';'терапия'
'thereafter';'после этого'
'thermometer';'термометр'
'thesis';'диссертация'
'thickly';'густо'
'thickness';'толщина'
'thigh';'бедро'
'thinker';'мыслитель'
'third person';'третье лицо'
'thirdly';'в-третьих'
'thirst';'жажда'
'thoroughly';'тщательно'
'though';'хотя'
'thoughtful';'вдумчивый'
'thoughtless';'бездумный'
'thread';'нить'
'threaten';'угрожать'
'thrill';'трепет'
'thrilled';'взволнованный'
'thrilling';'захватывающий'
'throat';'горло'
'tickle';'щекотать'
'tight';'тугой'
'tightrope';'канат'
'time';'время'
'timeless';'вневременной'
'timeliness';'своевременность'
'times';'раз'
'timing';'время'
'tip';'кончик'
'tiptoe';'ходить на цыпочках'
'tiredness';'усталость'
'tiresome';'утомительный'
'toenail';'ноготь на пальце ноги'
'toil';'трудиться'
'tolerant';'терпимый'
'tolerate';'терпеть'
'toll';'потери'
'tomb';'могила'
'ton';'тонна'
'torch';'факел'
'tortoiseshell';'черепаховый'
'torture';'пытка'
'tough';'жесткий'
'toxic';'токсичный'
'trace';'след'
'track';'отслеживать'
'trade';'торговля'
'trader';'торговец'
'trail';'тащить'
'trailer';'трейлер'
'trainee';'стажер'
'trainer';'тренер'
'trait';'черта'
'traitor';'предатель'
'tramp';'бродяга'
'trample';'топтать'
'transcript';'стенограмма'
'transfer';'передача'
'transfusion';'переливание'
'transient';'преходящий'
'transistor';'транзистор'
'transition';'переход'
'transitive';'переходный'
'translation';'перевод'
'translator';'переводчик'
'transmission';'передача инфекции'
'transmit';'передавать'
'transparent';'прозрачный'
'transport';'транспорт'
'traverse';'пересекать'
'tray';'поднос'
'tread';'ступать'
'treat';'обращаться'
'treaty';'договор'
'trek';'поход'
'tremendously';'чрезвычайно'
'tremor';'тремор'
'trial';'пробный'
'triangle';'треугольник'
'tribe';'племя'
'trick';'обманывать'
'tricky';'трюки'
'trio';'трио'
'trip';'путешествие'
'trivial';'тривиальный'
'trolley';'тележка'
'troop';'отряд'
'trophy';'трофей'
'tropic';'тропик'
'troublesome';'хлопотный'
'trunk';'ствол'
'trust';'доверять'
'trusty';'верный'
'truthful';'правдивый'
'truthfulness';'правдивость'
'tub';'ванна'
'tuberculosis';'туберкулез'
'tug';'буксир'
'tuition';'обучение'
'tulip';'тюльпан'
'tumor/tumour';'опухоль/опухоль'
'tunnel';'туннель'
'turbulent';'бурный'
'tutor';'репетитор'
'twinkle';'мерцать'
'twisted';'искривленный'
'typhoid';'брюшной тиф'
'tyranny';'тирания'
'tyrant';'тиран'
'ultimate';'окончательный'
'ultimately';'в конечном счете'
'unacceptable';'неприемлемо'
'unashamedly';'беззастенчиво'
'unattractive';'непривлекательный'
'unauthorized/unauthorised';'несанкционированный/несанкционированный'
'unavailable';'недоступен'
'unaware';'не подозревающий'
'unbearable';'невыносимый'
'unbeatable';'непобедимый'
'unchanged';'неизменный'
'uncharacteristic';'нехарактерный'
'unclearly';'неясно'
'uncomfortably';'неудобно'
'uncommon';'необычный'
'unconcerned';'беззаботный'
'unconscious';'бессознательный'
'underestimate';'недооценивать'
'undergraduate';'бакалавриат'
'underground';'под землей'
'underneath';'под'
'undersea';'подводный'
'understandable';'понятный'
'understanding';'понимание'
'undertake';'предпринимать'
'underwater';'под водой'
'underwear';'нижнее белье'
'undoubtedly';'несомненно'
'undreamed';'невообразимый'
'undressed';'раздетый'
'unease';'беспокойство'
'uneasily';'тревожно'
'unenthusiastic';'без энтузиазма'
'uneven';'неровный'
'unfamiliar';'незнакомый'
'unfashionable';'немодный'
'unforeseen';'непредвиденный'
'ungodly';'безбожный'
'unhappiness';'несчастье'
'unhelpful';'бесполезный'
'unimaginable';'невообразимый'
'unimaginably';'невообразимо'
'united';'объединенный'
'universal';'универсальный'
'unjustly';'несправедливо'
'unkind';'недобрый'
'unlike';'в отличие от'
'unlimited';'неограниченный'
'unload';'разгружать'
'unlock';'разблокировать'
'unmistakable';'безошибочный'
'unmistakably';'безошибочно'
'unnatural';'неестественный'
'unofficial';'неофициальный'
'unpopular';'непопулярный'
'unrealistic';'нереально'
'unreasonable';'необоснованный'
'unreliable';'ненадежный'
'unrest';'беспорядки'
'unsafe';'небезопасный'
'unsatisfactory';'неудовлетворительный'
'unselfish';'бескорыстный'
'unstoppable';'неудержимый'
'unsuccessful';'неудачный'
'unsuitable';'непригодный'
'unsure';'неуверенный'
'untalented';'бездарный'
'unthinkably';'немыслимо'
'untie';'развязать'
'unto';'к'
'untreated';'необработанный'
'untrimmed';'необрезанный'
'unusualness';'необычность'
'unwilling';'не желающий'
'unwise';'неразумно'
'unworldly';'неземной'
'upbringing';'воспитание'
'update';'обновлять'
'upgrade';'обновление'
'upright';'вертикальный'
'upset';'расстройство'
'upside down';'с ног на голову'
'urban';'городской'
'urge';'побуждать'
'urgently';'срочно'
'user';'пользователь'
'usher';'помощник'
'utility';'полезность'
'utilize/utilise';'использовать/использовать'
'utter';'полный'
'utterly';'крайне'
'vacant';'вакантный'
'vaccine';'вакцина'
'valentine';'Валентина'
'valid';'действительный'
'value';'ценить'
'vanish';'исчезнуть'
'vanity';'тщеславие'
'variation';'вариация'
'varied';'разнообразный'
'venture';'риск'
'venue';'место проведения'
'verbal';'словесный'
'verbally';'устно'
'verse';'стих'
'version';'версия'
'versus';'против'
'very';'очень'
'veteran';'ветеран'
'vibrate';'вибрировать'
'vibration';'вибрация'
'viewer';'зритель'
'vigor/vigour';'энергия/энергия'
'vigorous';'энергичный'
'vigorously';'энергично'
'villa';'вилла'
'villager';'сельский житель'
'vinegar';'уксус'
'violate';'нарушать'
'virtual reality';'виртуальная реальность'
'virtually';'практически'
'virtue';'достоинство'
'visibly';'заметно'
'vital';'жизненно важный'
'vitamin';'витамин'
'vocalist';'вокалист'
'volunteer';'волонтер'
'vomit';'рвота'
'voter';'избиратель'
'vow';'клятва'
'wage';'заработная плата'
'waist';'талия'
'waistcoat';'жилет'
'wait';'ждать'
'walkabout';'прогулка'
'walker';'ходок'
'wallboard';'настенная доска'
'walnut';'грецкий орех'
'want';'хотеть'
'warship';'военный корабль'
'wartime';'военное время'
'wasp';'оса'
'water';'вода'
'waterproof';'водонепроницаемый'
'weaken';'ослабить'
'weakly';'слабо'
'wealthy';'богатый'
'wearisome';'утомительный'
'weary';'утомленный'
'weave';'ткать'
'wed';'обвенчались'
'weed';'сорняк'
'welcome';'добро пожаловать'
'welfare';'благосостояние'
'well-balanced';'хорошо сбалансированный'
'well-built';'хорошо сложенный'
'well-organized/well-organised';'хорошо организованный/хорошо организованный'
'well-paid';'хорошо оплачиваемый'
'western';'вестерн'
'wheat';'пшеница'
'whereas';'тогда как'
'whichever';'в зависимости от того, что'
'whip';'хлыст'
'whiskey/whisky';'виски/виски'
'whisper';'шепот'
'whistle';'свист'
'widen';'расширять'
'widow';'вдова'
'width';'ширина'
'wilderness';'дикая местность'
'will';'воля'
'willing';'готовый'
'willingly';'охотно'
'win';'победить'
'wind';'ветер'
'winding';'обмотка'
'windshield';'лобовое стекло'
'wink';'подмигивание'
'wipe';'вытирать'
'wire';'проволока'
'wit';'остроумие'
'withdraw';'отзывать'
'withdrawal';'снятие'
'witness';'свидетель'
'witty';'остроумный'
'wolf';'волк'
'wondrous';'чудесный'
'woodcarving';'резьба по дереву'
'wordlessly';'безмолвно'
'workaholic';'трудоголик'
'workbench';'верстак'
'workman';'рабочий'
'worktable';'рабочий стол'
'worldly';'мирской'
'worldview';'мировоззрение'
'worldwide';'по всему миру'
'worm';'червь'
'wornout/worn out/worn-out';'изношенный / изношенный / изношенный'
'worrying';'тревожный'
'worse';'худший'
'worsen';'ухудшаться'
'worship';'поклонение'
'worst';'худший'
'worthless';'бесполезный'
'wound';'ранить'
'wreck';'крушение'
'wrongly';'ошибочно'
'X-ray';'рентген'
'yacht';'яхта'
'yawn';'зевать'
'yearn';'тосковать'
'yell';'кричать'
'yield';'урожай'
'youthful';'молодой'
'yummy';'вкусный'
'zebra';'зебра'
'zip';'молния'
'zoom';'масштабировать'
